,Name,Platform,Genre,Publisher
10431,My First Dollhouse,DS,Misc,505 Games
10432,Dreamer Series: Top Model,DS,Simulation,DreamCatcher Interactive
10433,Science Papa,DS,Misc,Activision
10434,The Godfather: Mob Wars,PSP,Action,Electronic Arts
10435,American Girl: Julie Finds a Way,DS,Adventure,THQ
10436,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,Action,Namco Bandai Games
10437,Jikkyou Powerful Pro Yakyuu 10,GC,Sports,Konami Digital Entertainment
10438,Ski-Doo Snowmobile Challenge,PS3,Racing,PQube
10439,Vexx,XB,Platform,Acclaim Entertainment
10440,F1 Career Challenge,PS2,Racing,Electronic Arts
10441,Pariah,XB,Action,Hip Interactive
10442,Cabela's Outdoor Adventures,XB,Sports,Zoo Digital Publishing
10443,Fatal Frame 2: Wii Edition,Wii,Action,Nintendo
10444,Metal Slug 3,XB,Shooter,Ignition Entertainment
10445,World Series of Poker: Tournament of Champions 2007 Edition,PSP,Misc,Activision
10446,Motocross Mania 3,PS2,Racing,Take-Two Interactive
10447,Sacred 3,PS3,Role-Playing,Deep Silver
10448,Yoostar2,PS3,Misc,Unknown
10449,Pro Yakyuu Famista DS 2009,DS,Sports,Namco Bandai Games
10450,Winning Eleven: Pro Evolution Soccer 2007,X360,Sports,Konami Digital Entertainment
10451,Banjo-Pilot,GBA,Racing,THQ
10452,Gallop Racer 2006,PS2,Sports,Tecmo Koei
10453,Wasteland 2,PC,Role-Playing,inXile Entertainment
10454,The First Templar,X360,Action,Kalypso Media
10455,Patapon 2,PSP,Misc,Sony Computer Entertainment
10456,Digimon Story: Lost Evolution,DS,Role-Playing,Namco Bandai Games
10457,Frogger: Ancient Shadow,PS2,Platform,Konami Digital Entertainment
10458,Princess Debut,DS,Misc,Cave
10459,Pro Evolution Soccer 2014,PC,Action,Konami Digital Entertainment
10460,Despicable Me: The Game,PS2,Platform,D3Publisher
10461,Metal Arms: Glitch in the System,GC,Shooter,Vivendi Games
10462,Etrian Odyssey II: Heroes of Lagaard,3DS,Role-Playing,Atlus
10463,The Bachelor: The Videogame,Wii,Misc,Warner Bros. Interactive Entertainment
10464,Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,Ubisoft
10465,Escape From Monkey Island,PS2,Adventure,LucasArts
10466,Disney's Chicken Little: Ace In Action,Wii,Shooter,Disney Interactive Studios
10467,The Lord of the Rings: Conquest,DS,Action,Electronic Arts
10468,Imagine: Soccer Captain,DS,Sports,Ubisoft
10469,Mickey's Speedway USA (weekly JP sales),N64,Racing,Nintendo
10470,Brain Quest: Grades 5 & 6,DS,Misc,Electronic Arts
10471,Who Wants to Be a Millionaire: 3rd Edition,Wii,Misc,Ubisoft
10472,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Adventure,Sony Computer Entertainment
10473,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,Action,THQ
10474,Power Rangers: Super Legends,DS,Action,Disney Interactive Studios
10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,Shooter,Namco Bandai Games
10476,Kidou Senshi Gundam UC,PS3,Action,Namco Bandai Games
10477,Gretzky NHL,PSP,Sports,Sony Computer Entertainment
10478,Corvette Evolution GT,DS,Racing,Black Bean Games
10479,Momotarou Dentetsu 16,Wii,Misc,Hudson Soft
10480,Dropship: United Peace Force,PS2,Simulation,Sony Computer Entertainment
10481,Road Rash: Jailbreak,GBA,Racing,Zoo Digital Publishing
10482,Syberia,XB,Action,Microids
10483,Thrillville: Off the Rails,PSP,Strategy,LucasArts
10484,Cloudy With a Chance of Meatballs,PS3,Platform,Ubisoft
10485,G1 Jockey 3,PS2,Sports,THQ
10486,Family Fun Football,Wii,Sports,Tecmo Koei
10487,Atsumare! Power Pro Kun no DS Koushien,DS,Sports,
10488,Exit DS,DS,Puzzle,Square Enix
10489,Revolution X,PS,Shooter,Acclaim Entertainment
10490,Little Battlers eXperience W,3DS,Role-Playing,Level 5
10491,Riviera: The Promised Land,GBA,Role-Playing,Sting
10492,Blades of Time,X360,Action,Konami Digital Entertainment
10493,Yggdra Union: We'll Never Fight Alone,PSP,Role-Playing,Sting
10494,Top Gun: Combat Zones,GBA,Simulation,Mastiff
10495,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,Role-Playing,Atlus
10496,"Sesame Street: Ready, Set, Grover!",Wii,Misc,Warner Bros. Interactive Entertainment
10497,Brooktown High: Senior Year,PSP,Simulation,Konami Digital Entertainment
10498,Bujingai: The Forsaken City,PS2,Fighting,505 Games
10499,Doko Demo Issho,PSP,Misc,Sony Computer Entertainment
10500,Universe at War: Earth Assault,X360,Action,Sega
10501,Barbie in The 12 Dancing Princesses,DS,Adventure,Activision
10502,Gem Quest: 4 Elements,DS,Puzzle,Mastertronic
10503,Beyond Good & Evil,XB,Adventure,Ubisoft
10504,Death By Degrees,PS2,Action,Sony Computer Entertainment
10505,Just In Time Translations,DS,Misc,THQ
10506,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,Fighting,Atlus
10507,Vandal Hearts II,PS,Strategy,Konami Digital Entertainment
10508,Samurai Warriors Chronicles 2nd,3DS,Action,Ubisoft Annecy
10509,Rome: Total War,PC,Strategy,Activision
10510,Toaru Majutsu no Index,PSP,Adventure,Kadokawa Shoten
10511,Doom 3,PC,Shooter,Activision
10512,WireWay,DS,Adventure,Konami Digital Entertainment
10513,Astro Boy: The Video Game,DS,Action,D3Publisher
10514,Uta no Prince-Sama: Music,PSP,Misc,Broccoli
10515,UNO / Skip-Bo / UNO Freefall,DS,Misc,Zoo Digital Publishing
10516,Ride,XOne,Racing,Milestone S.r.l.
10517,Culdcept DS,DS,Strategy,Sega
10518,NASCAR The Game: Inside Line,X360,Racing,Activision
10519,How to Train Your Dragon 2,PS3,Adventure,Little Orbit
10520,JU-ON: The Grudge,Wii,Action,Rising Star Games
10521,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,Racing,Konami Digital Entertainment
10522,Colin McRae Rally 04,XB,Racing,Codemasters
10523,The King of Fighters: Dream Match 1999,DC,Fighting,SNK
10524,Monster Jam: Maximum Destruction,GBA,Racing,Ubisoft
10525,FIFA Street,XB,Sports,Electronic Arts
10526,Weiss Schwarz Portable,PSP,Strategy,Namco Bandai Games
10527,Dora's Big Birthday Adventure,Wii,Misc,Take-Two Interactive
10528,The Sims 4: City Living,PC,Simulation,Electronic Arts
10529,Kirarin * Revolution: Mezase! Idol Queen,DS,Simulation,Konami Digital Entertainment
10530,Dungeons & Dragons Tactics,PSP,Strategy,Atari
10531,X-Men: Children of the Atom,PS,Fighting,Acclaim Entertainment
10532,Hot Wheels: Stunt Track Challenge,XB,Racing,THQ
10533,America's Next Top Model,DS,Action,Eidos Interactive
10534,Blitz: The League II,X360,Sports,Midway Games
10535,Math Blaster in the Prime Adventure,DS,Misc,Majesco Entertainment
10536,Blue Stinger,DC,Adventure,Activision
10537,Shellshock,PS,Action,Core Design Ltd.
10538,Miami Law,DS,Adventure,Konami Digital Entertainment
10539,Hot Wheels Ultimate Racing,PSP,Action,Activision
10540,Capcom vs. SNK 2 EO,XB,Fighting,Capcom
10541,Inazuma Eleven GO Strikers 2013,Wii,Role-Playing,Level 5
10542,Metal Gear Solid HD Edition,PS3,Action,Konami Digital Entertainment
10543,Hunter: The Reckoning,GC,Action,Virgin Interactive
10544,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,Misc,Paon
10545,PictoImage,DS,Puzzle,Sega
10546,Urban Chaos,PS,Action,Eidos Interactive
10547,Alvin and the Chipmunks: Chipwrecked,DS,Misc,505 Games
10548,Creeper World 3: Arc Eternal,Wii,Strategy,Namco Bandai Games
10549,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,Misc,Shogakukan
10550,PDC World Championship Darts: Pro Tour,PS3,Sports,O-Games
10551,Heavy Fire: Afghanistan,Wii,Shooter,Mastiff
10552,Freaky Flyers,PS2,Racing,Midway Games
10553,Baten Kaitos Origins,GC,Role-Playing,Unknown
10554,E·O·E: Eve of Extinction,PS2,Fighting,Eidos Interactive
10555,Football Manager 2014,PSV,Sports,Sega
10556,Dark Summit,XB,Sports,THQ
10557,Penguin no Mondai: The World,DS,Adventure,Konami Digital Entertainment
10558,Flushed Away,DS,Platform,D3Publisher
10559,NHL 2004,GC,Sports,Electronic Arts
10560,Hakuouki Portable,PSP,Adventure,Idea Factory
10561,Surf's Up,X360,Sports,Ubisoft
10562,Monkey Island: Special Edition Collection,PS3,Adventure,Activision
10563,Cabela's Adventure Camp,X360,Misc,Activision
10564,X-Men: The Official Game,XB,Action,Activision
10565,RLH: Run Like Hell,PS2,Shooter,Virgin Interactive
10566,Digimon Adventure,PSP,Role-Playing,Namco Bandai Games
10567,Backyard Baseball '10,Wii,Sports,Atari
10568,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,Puzzle,Warner Bros. Interactive Entertainment
10569,The Ant Bully,PS2,Platform,Midway Games
10570,Conflict: Global Terror,XB,Shooter,SCi
10571,Minority Report: Everybody Runs,GC,Action,Activision
10572,Monster Rancher EVO,PS2,Role-Playing,Tecmo Koei
10573,Football Director DS,DS,Sports,Pinnacle
10574,Project Hacker: Kakusei,DS,Action,Nintendo
10575,SimAnimals Africa,DS,Simulation,Electronic Arts
10576,Karaoke Revolution,PS3,Misc,Konami Digital Entertainment
10577,Terraria,PSV,Action,Screenlife
10578,Guitar Hero: Van Halen,PS2,Misc,Activision
10579,The Whispered World,PC,Adventure,Deep Silver
10580,Olympic Summer Games: Atlanta 1996,PS,Sports,U.S. Gold
10581,Disney's The Haunted Mansion,GC,Platform,Take-Two Interactive
10582,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,Fighting,Capcom
10583,Alvin and the Chipmunks: Chipwrecked,X360,Misc,505 Games
10584,Water Sports,Wii,Action,Avanquest
10585,Agatha Christie: The ABC Murders,DS,Adventure,JoWood Productions
10586,KORG DS-10 Synthesizer Plus,DS,Misc,AQ Interactive
10587,Darius Gaiden,SAT,Shooter,Acclaim Entertainment
10588,Help Wanted: 50 Wacky Jobs,Wii,Simulation,Hudson Soft
10589,All Kamen Rider: Rider Generation 2,DS,Action,Namco Bandai Games
10590,Beach Spikers: Virtua Beach Volleyball,GC,Sports,Sega
10591,Draglade,DS,Fighting,505 Games
10592,Scribblenauts Unmasked: A DC Comics Adventure,3DS,Puzzle,Warner Bros. Interactive Entertainment
10593,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,Role-Playing,Bethesda Softworks
10594,You Don't Know Jack: Mock 2,PS,Misc,Vivendi Games
10595,3D Tank Warfare Simulator Panzer Front,PS,Simulation,Avalon Interactive
10596,Jade Cocoon 2,PS2,Role-Playing,Ubisoft
10597,Lord of Apocalypse,PSV,Role-Playing,Square Enix
10598,Igor: The Game,Wii,Adventure,CDV Software Entertainment
10599,Kabushiki Baibai Trainer: Kabutore!,DS,Simulation,Konami Digital Entertainment
10600,Dancing on Ice,Wii,Sports,Ghostlight
10601,Mana Khemia: Student Alliance,PSP,Role-Playing,Nippon Ichi Software
10602,The Destiny of Zorro,Wii,Action,505 Games
10603,Sword & Sorcery,SAT,Role-Playing,Micro Cabin
10604,Van Helsing,GBA,Action,Activision
10605,Bee Movie Game,PS2,Action,Activision
10606,Resident Evil: Revelations 2,PSV,Action,Capcom
10607,Record of Agarest War Zero,X360,Strategy,Compile Heart
10608,HOP,DS,Platform,505 Games
10609,USA Today Puzzle Craze,DS,Puzzle,Destineer
10610,Machi-Ing Maker 3 x Tousouchuu,PSP,Simulation,D3Publisher
10611,Truth or Lies,Wii,Misc,THQ
10612,Kelly Slater's Pro Surfer,XB,Sports,Activision
10613,My Healthy Cooking Coach,DS,Simulation,Unknown
10614,SNK vs. Capcom: SVC Chaos,XB,Fighting,Ignition Entertainment
10615,NFL Tour,X360,Sports,Electronic Arts
10616,Master of the Monster Lair,DS,Role-Playing,Rising Star Games
10617,Harry Potter and the Deathly Hallows - Part 1,PC,Action,Electronic Arts
10618,Sudoku Mania,DS,Puzzle,Zoo Digital Publishing
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Platform,Global Star
10620,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,Shooter,Namco Bandai Games
10621,Resident Evil: Revelations 2,XOne,Action,Capcom
10622,Thief (2014),PC,Action,Square Enix
10623,Vanishing Point,PS,Racing,Acclaim Entertainment
10624,Dragonseeds,PS,Action,Jaleco
10625,The Bard's Tale,XB,Role-Playing,Ubisoft
10626,Nodame Cantabile,DS,Misc,Namco Bandai Games
10627,The History Channel: Civil War - Secret Missions,PS3,Shooter,Activision
10628,Alien Hominid,PS2,Shooter,Zoo Digital Publishing
10629,World Snooker Championship 2007,PS3,Sports,Sega
10630,L'Aigle de Guerre,GBA,Strategy,Nintendo
10631,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,Action,D3Publisher
10632,Lode Runner 3-D,N64,Action,Infogrames
10633,Indy Racing 2000,N64,Racing,Infogrames
10634,GT64 Championship Edition,N64,Racing,Ocean
10635,Milo's Astro Lanes,N64,Sports,Interplay
10636,Jeopardy!,N64,Misc,GameTek
10637,Disney's Donald Duck: Goin' Quackers,N64,Platform,Ubisoft
10638,Aidyn Chronicles: The First Mage,N64,Role-Playing,THQ
10639,Virtual Pool 64,N64,Sports,Crave Entertainment
10640,Flying Dragon,N64,Fighting,Natsume
10641,International Superstar Soccer 64 (weekly JP sales),N64,Sports,Konami Digital Entertainment
10642,Gekido,PS,Fighting,Infogrames
10643,Myst,DS,Adventure,Midway Games
10644,Sword Art Online: Lost Song,PS3,Role-Playing,Namco Bandai Games
10645,Disney's The Jungle Book,GBA,Platform,Ubisoft
10646,Puss in Boots,DS,Action,THQ
10647,Tom Clancy's Ghost Recon: Predator,PSP,Shooter,Ubisoft
10648,Murdered: Soul Suspect,X360,Action,Square Enix
10649,Army Men World War: Team Assault,PS,Action,3DO
10650,Deca Sports DS,DS,Sports,Hudson Soft
10651,nail'd,X360,Racing,Deep Silver
10652,Tom Clancy's Splinter Cell,GBA,Action,Ubisoft
10653,Bullet Witch,X360,Shooter,Atari
10654,Spider-Man: Web of Shadows,DS,Action,Activision
10655,Pinball Hall of Fame: The Williams Collection,3DS,Misc,Crave Entertainment
10656,Rolling Stone: Drum King,Wii,Misc,505 Games
10657,NBA Ballers: Rebound,PSP,Sports,Midway Games
10658,Marvel vs. Capcom: Clash of Super Heroes,DC,Fighting,Capcom
10659,Silent Scope Complete,XB,Shooter,Konami Digital Entertainment
10660,King's Field: The Ancient City,PS2,Role-Playing,Metro 3D
10661,LEGO Rock Raiders,PS,Strategy,LEGO Media
10662,Ghost in the Shell,PS,Simulation,Sony Computer Entertainment
10663,Leisure Suit Larry: Box Office Bust,PS3,Adventure,Codemasters
10664,Attack of the Movies 3D,Wii,Shooter,Majesco Entertainment
10665,Monkey Mischief! Party Time,Wii,Misc,Activision
10666,Evil Dead: Fistfull of Boomstick,XB,Action,THQ
10667,Tom Clancy's Classic Trilogy,XB,Shooter,Ubisoft
10668,Harvest Moon DS Cute (jp sales),DS,Simulation,Marvelous Interactive
10669,Little League World Series Baseball 2010,X360,Sports,Activision
10670,Indigo Prophecy,XB,Adventure,Atari
10671,Bleach: Dark Souls (JP sales),DS,Fighting,Sega
10672,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,Misc,Benesse
10673,Generator Rex: Agent of Providence,3DS,Action,Activision
10674,Over the Hedge,XB,Platform,Activision
10675,Cabela's North American Adventures,PSP,Sports,Activision
10676,World Series of Poker 2008: Battle for the Bracelets,PS3,Misc,Activision
10677,Sneakers,XB,Puzzle,Microsoft Game Studios
10678,Crime Crackers,PS,Role-Playing,Sony Computer Entertainment
10679,NHL 2K6,X360,Sports,Take-Two Interactive
10680,SCORE International Baja 1000: The Official Game,Wii,Racing,Activision
10681,Micro Machines V3,PS,Racing,Codemasters
10682,X-Men: Destiny,Wii,Action,Activision
10683,College Hoops 2K6,XB,Sports,Take-Two Interactive
10684,Contact,DS,Role-Playing,Rising Star Games
10685,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,Strategy,THQ
10686,"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,Adventure,Sega
10687,Happy Feet Two,DS,Action,Warner Bros. Interactive Entertainment
10688,Idol Janshi Suchie-Pai Remix,SAT,Misc,Jaleco
10689,NBA 2K16,PC,Sports,Take-Two Interactive
10690,Exhibition Volume 03,XB,Misc,Microsoft Game Studios
10691,Fate/hollow ataraxia,PSV,Adventure,Type-Moon
10692,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ
10693,Harvey Birdman: Attorney at Law,PSP,Adventure,Capcom
10694,Zero4 Champ RR-Z,SNES,Racing,Media Rings
10695,Initial D: Street Stage,PSP,Racing,Sega
10696,Tales of Innocence R,PSV,Role-Playing,Namco Bandai Games
10697,Harry Potter and the Deathly Hallows - Part 2,PC,Action,Electronic Arts
10698,Nicktoons: MLB,DS,Sports,Take-Two Interactive
10699,Tom Clancy's HAWX 2,Wii,Action,Ubisoft
10700,Predator: Concrete Jungle,XB,Action,Vivendi Games
10701,Lucky * Star: Ryouou Gakuen Outousai,PS2,Adventure,Kadokawa Shoten
10702,Start the Party! Save the World,PS3,Misc,Sony Computer Entertainment
10703,Opoona,Wii,Role-Playing,Tecmo Koei
10704,Big League Sports,Wii,Sports,Activision
10705,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,Fighting,Takara Tomy
10706,Universal Studios Theme Parks Adventure,GC,Misc,Kemco
10707,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,Misc,Nintendo
10708,Steins;Gate,PSV,Adventure,PQube
10709,Piglet's Big Game,PS2,Platform,Gotham Games
10710,Real Bout Garou Densetsu,SAT,Fighting,SNK
10711,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,Platform,Nippon Ichi Software
10712,Project FIFA World Cup,PS2,Sports,Electronic Arts
10713,Rocky: Legends,XB,Action,Ubisoft
10714,The BIGS 2,PSP,Sports,Take-Two Interactive
10715,Lord of Apocalypse,PSP,Role-Playing,Square Enix
10716,Dora & Kai-Lan's Pet Shelter,DS,Strategy,Take-Two Interactive
10717,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,Adventure,Nintendo
10718,Nancy Drew: The Model Mysteries,DS,Puzzle,THQ
10719,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,Adventure,Alchemist
10720,Cate West: The Vanishing Files,DS,Adventure,Oxygen Interactive
10721,Star Trek: Shattered Universe,PS2,Simulation,Global Star
10722,Fifi and the Flowertots,DS,Misc,Avanquest
10723,The Land Before Time: Great Valley Racing Adventure,PS,Racing,TDK Mediactive
10724,System Flaw,DS,Shooter,Enjoy Gaming ltd.
10725,Ultra Street Fighter IV,PS4,Fighting,Capcom
10726,EVE: Valkyrie,PS4,Shooter,CCP
10727,Dragon Ball: Evolution,PSP,Fighting,Namco Bandai Games
10728,The Walking Dead: Season Two,X360,Adventure,Telltale Games
10729,The Crew: Wild Run,PS4,Action,Ubisoft
10730,Pajama Sam: Don't Fear The Dark,Wii,Adventure,Atari
10731,The Walking Dead: Season Two,PSV,Adventure,Telltale Games
10732,MTX Mototrax,XB,Racing,Activision
10733,Blast Chamber,PS,Shooter,Activision
10734,Championship Pony,DS,Simulation,"Destination Software, Inc"
10735,NASCAR Unleashed,PS3,Racing,Activision
10736,Code:Realize - Sousei no Himegimi,PSV,Adventure,Idea Factory
10737,Natural Doctrine,PS4,Role-Playing,Nippon Ichi Software
10738,NeverDead,X360,Shooter,Konami Digital Entertainment
10739,EyeToy: Operation Spy,PS2,Action,Sony Computer Entertainment
10740,MotoGP 07,PS2,Racing,Capcom
10741,Blades of Time,PS3,Action,Konami Digital Entertainment
10742,Disney Sing It! High School Musical 3: Senior Year,X360,Misc,Disney Interactive Studios
10743,Thor: God of Thunder,3DS,Action,Sega
10744,Option Tuning Car Battle,PS,Racing,MTO
10745,Ridge Racer 2,PSP,Racing,Sony Computer Entertainment
10746,Pro Evolution Soccer 2016,X360,Sports,Konami Digital Entertainment
10747,Derby Jockey 2,SNES,Sports,Asmik Corp
10748,Cubic Ninja,3DS,Platform,Ubisoft
10749,Famicom Mini: Mappy,GBA,Platform,Nintendo
10750,Ben 10 Galactic Racing,X360,Racing,D3Publisher
10751,Reign of Fire,XB,Shooter,BAM! Entertainment
10752,Descent Maximum,PS,Shooter,Interplay Productions
10753,F1 2014,PC,Racing,Codemasters
10754,King of Clubs: Mini Golf,Wii,Sports,Oxygen Interactive
10755,Harvest Moon: Frantic Farming,DS,Puzzle,Rising Star Games
10756,Angry Birds Star Wars,WiiU,Strategy,Activision
10757,Petz Hamsterz Superstarz,DS,Simulation,Ubisoft
10758,Blue Dragon: Awakened Shadow,DS,Role-Playing,Namco Bandai Games
10759,Star Wars: Lethal Alliance,DS,Action,Ubisoft
10760,Shining Force EXA,PS2,Role-Playing,Sega
10761,Virtual Pro Wrestling,PS,Fighting,Asmik Ace Entertainment
10762,Rapala Pro Bass Fishing 2010,DS,Sports,Activision
10763,Shadow Tower,PS,Role-Playing,From Software
10764,Digimon World DS,DS,Role-Playing,Namco Bandai Games
10765,Luminous Arc 2 (JP sales),DS,Role-Playing,Unknown
10766,CSI: Hard Evidence,X360,Adventure,Ubisoft
10767,MySims SkyHeroes,X360,Action,Electronic Arts
10768,Ford Racing 3,DS,Racing,Zoo Digital Publishing
10769,Ice Age 2: The Meltdown,XB,Platform,Vivendi Games
10770,Guilty Gear Isuka,PS2,Fighting,505 Games
10771,The Secret Saturdays: Beasts of the 5th Sun,Wii,Action,D3Publisher
10772,Horse Life Adventures,DS,Simulation,Deep Silver
10773,The Idolmaster: Platinum Stars,PS4,Simulation,Namco Bandai Games
10774,Jikkyou Powerful Pro Yakyuu 2013,PSV,Sports,Konami Digital Entertainment
10775,Tornado Outbreak,Wii,Action,Konami Digital Entertainment
10776,Shadow Master,PS,Adventure,Psygnosis
10777,Global Touring Challenge: Africa,PS2,Racing,Rage Software
10778,Shovel Knight,WiiU,Platform,Yacht Club Games
10779,Makai Shin Trillion,PSV,Role-Playing,Idea Factory
10780,Tokimeki Memorial: Taisen Pazurudama,PS,Puzzle,Konami Digital Entertainment
10781,Digimon World: Next Order,PSV,Action,Namco Bandai Games
10782,Who Wants to Be A Millionaire?,X360,Misc,Ubisoft
